compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
426	P135625956	-179.223	-173.948	-172.788
427	P135648622	-264.393	-284.214	-280.792
428	P135648622	-262.371	-273.711	-272.472
429	P135648622	-263.317	-274.864	-273.226
430	P135688421	-215.793	-225.404	-226.453
431	P135688421	-211.599	-217.759	-219.927
432	P135688421	-158.376	-159.005	-165.765
433	P135822850	-148.575	-168.085	-167.582
434	P135822850	-149.018	-167.914	-167.685
435	P135822850	-148.064	-167.193	-166.865
436	P135988194	-154.827	-166.761	-165.527
437	P135988194	-155.883	-167.669	-166.483
438	P135988194	-156.196	-169.51	-167.258
439	P136004391	-193.797	-197.93	-195.916
440	P136004391	-195.709	-197.0	-198.763
441	P136004391	-153.689	-146.942	-151.187
442	P136023713	-174.47	-173.716	-177.183
443	P136023713	-174.986	-175.366	-177.191
444	P136023713	-192.052	-200.091	-200.706
445	P136172721	-297.634	-313.537	-316.756
446	P136172721	-298.463	-313.326	-318.592
447	P136172721	-297.696	-313.081	-318.365
448	P136172723	-321.005	-335.592	-341.367
449	P136172723	-322.235	-335.298	-341.72
450	P136172723	-319.765	-332.329	-338.7
451	P136187106	-268.767	-282.227	-289.137
452	P136187106	-269.095	-282.898	-289.259
453	P136187106	-266.568	-277.009	-282.106
454	P136187313	-280.295	-295.931	-301.285
455	P136187313	-281.104	-295.717	-301.018
456	P136187313	-281.145	-296.518	-302.102
457	P136190992	-283.17	-304.255	-310.504
458	P136190992	-275.12	-296.146	-300.664
459	P136190992	-282.592	-304.515	-311.02
460	P136208231	-332.526	-351.799	-359.822
461	P136208231	-333.108	-352.12	-359.854
462	P136208231	-330.259	-350.361	-356.303
463	P136208459	-305.552	-319.061	-321.863
464	P136208459	-305.742	-323.454	-326.602
465	P136208459	-304.89	-321.994	-325.278
466	P136208555	-280.895	-295.475	-301.934
467	P136208555	-281.127	-295.002	-301.337
468	P136208555	-281.07	-294.908	-301.787
469	P136260037	-156.185	-158.904	-158.337
470	P136260037	-160.699	-162.598	-163.688
471	P136260037	-157.413	-160.466	-162.071
472	P136260061	-157.068	-161.355	-159.388
473	P136260061	-157.424	-160.648	-160.301
474	P136260061	-158.26	-157.746	-159.776
475	P136266612	-277.581	-293.257	-303.308
476	P136266612	-267.159	-276.207	-286.68
477	P136266612	-271.092	-284.226	-294.991
478	P136450499	-209.689	-209.904	-214.649
479	P136450499	-209.222	-209.657	-214.832
480	P136450499	-208.67	-208.874	-213.932
481	P136450765	-169.421	-179.137	-179.301
482	P136450765	-167.318	-175.252	-175.057
483	P136450765	-168.832	-176.082	-175.032
484	P136516744	-219.4	-229.363	-239.699
485	P136516744	-216.843	-226.901	-238.737
486	P136516744	-213.695	-220.314	-228.092
487	P136543364	-238.093	-261.214	-260.726
488	P136543364	-239.935	-262.459	-260.585
489	P136543364	-237.988	-261.754	-261.275
490	P136543504	-172.395	-171.256	-181.221
491	P136543504	-170.354	-170.8	-180.875
492	P136543504	-172.517	-172.374	-181.546
493	P136606442	-206.403	-211.288	-218.493
494	P136606442	-193.58	-199.385	-206.938
495	P136606442	-205.505	-213.219	-219.819
496	P136618838	-153.465	-162.147	-161.639
497	P136618838	-146.484	-154.058	-158.662
498	P136618838	-129.592	-136.047	-137.643
499	P136897612	-244.738	-242.722	-246.163
500	P136897612	-246.72	-243.029	-247.648
501	P136897612	-243.242	-242.921	-245.293
502	P137017646	-366.932	-388.221	-389.626
503	P137017646	-365.19	-387.679	-388.047
504	P137017646	-365.077	-386.858	-388.331
505	P137017648	-359.278	-383.984	-382.711
506	P137017648	-370.514	-391.32	-399.129
507	P137017648	-290.973	-311.7	-317.196
508	P137104234	-184.827	-192.676	-198.324
509	P137104234	-183.118	-190.097	-197.834
510	P137104234	-198.904	-209.137	-216.894
511	P137159987	-215.409	-216.777	-225.691
512	P137159987	-185.027	-190.269	-191.337
513	P137159987	-223.972	-230.011	-233.466
514	P137315312	-203.906	-207.369	-212.781
515	P137315312	-203.324	-211.764	-216.562
516	P137315312	-204.026	-209.151	-212.489
517	P137317917	-176.707	-173.293	-185.27
518	P137317917	-178.706	-175.084	-183.799
519	P137317917	-180.655	-180.706	-190.673
520	P137721766	-198.703	-201.987	-211.859
521	P137721766	-199.858	-201.752	-212.867
522	P137721766	-208.036	-214.894	-216.26
523	P137722453	-180.651	-187.806	-185.842
524	P137722453	-179.897	-185.719	-185.047
525	P137722453	-179.268	-185.907	-183.665
526	P137755480	-242.228	-258.944	-259.681
527	P137755480	-235.952	-250.934	-251.363
528	P137755480	-237.189	-254.011	-254.254
529	P137848586	-290.394	-308.763	-310.426
530	P137848586	-298.393	-306.666	-310.381
531	P137848586	-256.8	-270.326	-268.499
532	P137853014	-239.496	-245.04	-251.835
533	P137853014	-241.012	-246.054	-252.629
534	P137853014	-240.62	-245.743	-251.42
535	P142916272	-182.319	-197.488	-198.08
536	P142916272	-157.564	-152.539	-160.18
537	P142916272	-174.838	-181.498	-179.599
538	P150368952	-238.885	-269.136	-270.784
539	P150368952	-229.386	-261.102	-261.287
540	P150368952	-230.571	-261.858	-263.652
541	P150397825	-190.009	-192.21	-200.776
542	P150397825	-187.44	-189.575	-194.34
543	P150397825	-190.992	-192.395	-200.645
544	P150510098	-247.271	-261.137	-261.093
545	P150510098	-246.929	-259.601	-260.244
546	P150510098	-135.693	-135.869	-136.64
547	P150927401	-190.429	-192.058	-193.503
548	P150927401	-190.614	-190.849	-192.155
549	P150927401	-192.884	-200.799	-199.618
550	P151016908	-342.771	-355.562	-355.904
551	P151016908	-343.585	-357.872	-357.205
552	P151016908	-340.165	-355.672	-355.545
553	P151020785	-341.535	-353.923	-353.875
554	P151020785	-340.321	-351.557	-351.405
555	P151020785	-341.731	-354.129	-354.217
556	P151024286	-299.71	-326.061	-327.355
557	P151024286	-301.71	-327.482	-328.162
558	P151024286	-300.246	-324.678	-327.047
559	P151024354	-406.747	-457.007	-461.798
560	P151024354	-403.772	-455.727	-460.018
561	P151024354	-406.342	-458.102	-462.071
562	P151025485	-217.597	-217.355	-218.242
563	P151025485	-312.66	-313.652	-313.892
564	P151025485	-177.688	-173.62	-178.788
565	P151028160	-264.412	-288.191	-289.132
566	P151028160	-272.94	-298.586	-300.08
567	P151028160	-267.003	-288.573	-290.947
568	P151032104	-245.322	-250.064	-249.138
569	P151032104	-246.58	-250.914	-249.968
570	P151032104	-257.557	-257.556	-266.306
571	P151032491	-105.306	-92.68	-101.103
572	P151032491	-105.633	-91.988	-100.474
573	P151032491	-106.57	-92.27	-97.417
574	P151032568	-252.51	-246.448	-255.667
575	P151032568	-251.578	-246.134	-256.629
576	P151032568	-251.267	-246.412	-257.286
577	P151032918	-331.891	-335.043	-334.615
578	P151032918	-330.721	-335.473	-335.216
579	P151032918	-336.835	-338.866	-338.924
580	P151033173	-154.663	-153.497	-152.021
581	P151033173	-154.871	-153.61	-151.927
582	P151033173	-154.886	-154.264	-152.065
583	P151076806	-125.364	-126.7	-128.771
584	P151076806	-121.986	-127.216	-129.36
585	P151076806	-127.194	-132.843	-135.138
586	P151246905	-197.173	-202.645	-199.802
587	P151246905	-267.272	-282.985	-286.243
588	P151246905	-266.036	-283.123	-285.989
589	P151250459	-275.644	-299.077	-302.677
590	P151250459	-276.016	-299.521	-302.699
591	P151250459	-276.31	-299.615	-302.66
592	P151391838	-195.472	-190.398	-196.516
593	P151391838	-327.216	-341.859	-341.341
594	P151391838	-201.651	-202.486	-204.898
595	P151705215	-108.968	-106.821	-108.735
596	P151705215	-108.318	-107.24	-109.184
597	P151705215	-108.208	-107.429	-108.657
598	P152008234	-219.398	-230.4	-230.313
599	P152008234	-220.023	-233.044	-232.071
600	P152008234	-218.907	-229.937	-230.845
601	P152069116	-207.643	-221.426	-221.487
602	P152069116	-207.773	-221.736	-222.404
603	P152069116	-206.84	-217.036	-218.304
604	P152264608	-182.393	-197.443	-202.667
605	P152264608	-182.568	-197.575	-203.039
606	P152264608	-181.892	-197.488	-202.384
607	P152612369	-14.363	-20.266	-22.411
608	P152612369	-14.095	-20.455	-22.21
609	P152612369	-14.928	-19.622	-21.371
610	P152621411	-193.804	-191.87	-203.145
611	P152621411	-194.332	-193.041	-203.934
612	P152621411	-193.871	-191.035	-203.551
613	P152625938	-188.368	-184.542	-188.343
614	P152625938	-189.56	-187.657	-190.014
