compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
423	P135416025	-207.172	-222.598	-221.676
424	P135625956	-263.477	-272.57	-277.849
425	P135625956	-262.224	-269.855	-274.828
426	P135625956	-264.202	-271.725	-278.141
427	P135648622	-240.697	-257.184	-257.227
428	P135648622	-234.351	-246.02	-251.556
429	P135648622	-225.601	-235.747	-240.895
430	P135688421	-210.855	-215.269	-215.459
431	P135688421	-222.528	-235.143	-233.273
432	P135688421	-236.529	-244.334	-255.339
433	P135822850	-157.859	-175.835	-174.627
434	P135822850	-160.057	-175.39	-175.035
435	P135822850	-154.259	-173.915	-173.004
436	P135988194	-278.654	-288.207	-303.386
437	P135988194	-278.345	-281.754	-301.329
438	P135988194	-147.004	-159.425	-154.341
439	P136004391	-147.322	-147.094	-149.918
440	P136004391	-173.919	-166.821	-170.577
441	P136004391	-172.746	-165.67	-169.18
442	P136023713	-226.928	-232.341	-231.155
443	P136023713	-211.059	-213.697	-218.527
444	P136023713	-188.402	-198.367	-195.829
445	P136172721	-292.562	-313.431	-316.325
446	P136172721	-297.084	-314.805	-318.486
447	P136172721	-297.036	-314.155	-318.079
448	P136172723	-319.548	-337.072	-341.762
449	P136172723	-318.47	-338.533	-341.749
450	P136172723	-319.229	-336.822	-341.291
451	P136187106	-267.231	-276.488	-284.85
452	P136187106	-267.848	-277.985	-285.902
453	P136187106	-266.009	-276.043	-285.071
454	P136187313	-303.475	-321.567	-331.04
455	P136187313	-302.347	-320.151	-329.839
456	P136187313	-304.171	-321.573	-331.566
457	P136190992	-279.819	-299.865	-308.442
458	P136190992	-279.794	-299.841	-309.061
459	P136190992	-280.336	-301.387	-309.491
460	P136208231	-330.87	-349.989	-357.239
461	P136208231	-330.944	-349.927	-358.155
462	P136208231	-331.031	-350.661	-357.706
463	P136208459	-317.777	-338.544	-337.462
464	P136208459	-316.161	-335.296	-334.866
465	P136208459	-315.452	-335.052	-335.794
466	P136208555	-305.457	-322.265	-332.615
467	P136208555	-303.681	-322.024	-330.997
468	P136208555	-307.647	-325.426	-334.947
469	P136260037	-146.518	-151.181	-157.809
470	P136260037	-121.653	-132.396	-126.681
471	P136260037	-148.508	-150.2	-158.963
472	P136260061	-160.014	-165.58	-164.193
473	P136260061	-156.92	-163.071	-161.648
474	P136260061	-158.519	-164.085	-163.356
475	P136266612	-160.022	-167.071	-163.281
476	P136266612	-162.115	-168.592	-164.903
477	P136266612	-277.089	-290.442	-305.455
478	P136450499	-209.489	-212.205	-214.203
479	P136450499	-208.709	-211.378	-213.015
480	P136450499	-208.076	-210.586	-212.788
481	P136450765	-159.376	-161.824	-172.185
482	P136450765	-140.163	-147.327	-145.217
483	P136450765	-254.79	-272.481	-277.093
