compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
575	P126544961	-246.445	-250.462	-259.904
576	P126544961	-246.761	-252.139	-257.306
577	P126549881	-184.113	-200.085	-204.158
578	P126549881	-189.838	-204.212	-206.938
579	P126549881	-190.972	-201.425	-208.246
580	P126562879	-238.687	-250.026	-257.981
581	P126562879	-233.929	-248.078	-251.226
582	P126562879	-238.143	-248.479	-252.663
583	P126576268	-274.3	-288.668	-289.197
584	P126576268	-276.958	-294.129	-292.985
585	P126576268	-272.545	-286.815	-293.114
586	P12686861	-215.904	-220.663	-224.822
587	P12686861	-216.875	-222.591	-224.452
588	P12686861	-218.03	-220.488	-228.653
589	P128003238	-315.009	-313.995	-336.066
590	P128003238	-325.722	-333.495	-348.598
591	P128003238	-311.901	-318.792	-333.095
592	P128188077	-433.182	-451.894	-456.646
593	P128188077	-423.665	-434.7	-439.548
594	P128188077	-390.818	-414.166	-417.874
595	P128841338	-180.744	-193.459	-192.109
596	P128841338	-180.473	-194.247	-193.299
597	P128841338	-181.427	-196.347	-193.461
598	P128889461	-169.774	-173.268	-176.055
599	P128889461	-152.94	-157.135	-161.497
600	P128889461	-178.011	-183.377	-187.581
601	P130222095	-321.347	-339.045	-343.005
602	P130222095	-298.965	-319.828	-324.217
603	P130222095	-330.199	-346.811	-352.46
604	P130289827	-275.395	-286.083	-290.618
605	P130289827	-282.331	-290.099	-298.585
606	P130289827	-275.691	-282.674	-287.916
607	P130298161	-339.714	-353.982	-358.075
608	P130298161	-321.937	-331.877	-338.841
609	P130298161	-364.26	-376.579	-380.121
610	P130311421	-286.361	-304.133	-303.197
611	P130311421	-296.046	-310.077	-310.053
612	P130311421	-293.481	-303.188	-315.977
613	P131298833	-193.208	-200.838	-197.183
614	P131298833	-195.975	-208.355	-202.321
615	P131298833	-195.951	-208.745	-202.564
616	P131586137	-247.265	-263.587	-267.713
617	P131586137	-264.989	-278.947	-272.355
618	P131586137	-260.139	-274.18	-267.743
